cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,LOCATION,coordinate,lat,lon
157,492,대구광역시 달서구 월성1동 1314,한식,석정한우마을,053-636-6000,10:00 - 23:00,150석,50,없음,중국어 &lt;BR&gt;기타 (이태리어),가능,불가능,불가능,가능,"살치살/ 본살(100g) 25,000원
안창살(100g) 27,000원
한우갈비살 (100g) 19,000원 
한우양념갈비살(100g) 13,000원
","대구 신개발한 도심을 중심으로 자리메김하고 있는 한우마을 석정가든은 단지 한우고기의 맛뿐만 아니라, 주인이 직접 된장을 만들고 발효된 효소음식으로 한층 더 알려진 유명한 업소.",지하철 1호선 월배역 4번 출구 약 730m,버스 정류장은 `태왕아너스베스트앞` 정류장이 가장 가깝습니다.,달서구,"[35.8210719, 128.5275885]",35.8210719,128.5275885
158,484,대구광역시 달서구 호림동 10-4,한식,춘향골남원추어탕,053-581-6889,10:00 ~ 22:00,150석(룸 6),30대,없음,기타 (이태리어),가능,불가능,불가능,가능,"남원추어탕 8,000원
통추어탕 10,000원
숙회 25,000원 ~ 39,000원
전골 25,000원 ~ 39,000원
튀김 12,000원 ~ 23,000원
추어파전 10,000원
어린이돈까스 6,000원","춘향골남원추어탕은 추어탕 전문점으로 추어탕 및 고소하고 바삭한 맛있는 튀김과 얼큰하고 시원한 전골, 구수하고 담백한 숙회 등도 많은 사람들이 찾는 음식입니다.","주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.6km",버스 정류장은 `모다아울렛앞` 정류장이 가장 가깝습니다.,달서구,"[35.8393595, 128.4895335]",35.8393595,128.4895335
159,427,대구광역시 달서구 상인동 1332-393,한식,동인동찜갈비 돌담집,053-639-7847,10:00 ~ 22:00,100석,15대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"동인동찜갈비(1인분) 17,000원 
생고기 한접시(200g) 30,000원 
육회 한접시(200g) 30,000원
","넓은 주차공간이 마련되어 있고,1,2층으로구분 되어 있습니다.
단체모임,예약석따로 마련 되어 있어 예약시 이용 가능합니다.
소갈비찜전문점입니다.",주변에 지하철이 없습니다.,버스 정류장은 `토지주택공사앞` 정류장이 가장 가깝습니다.,달서구,"[35.8087224, 128.5430666]",35.8087224,128.5430666
160,324,대구광역시 달서구 본동 762-2,한식,본동복어,053-527-2206,11:00 ~ 22:00,250석(룸7),50대,없음,기타 (이태리어),가능,불가능,불가능,가능,"복어탕 9,000원
복어지리 9,000원
복어불고기 11,000원
복어찜 25,000원 ~ 32,000원
아구탕 15,000원
복샤브샤브 40,000원 ~ 50,000원","술꾼들에 의해 전날 과음이라도 하게 되면 제일 먼저 머리에 떠올리는 것이 복국이다. 
복어요리의 참맛인 시원함과 담백한 맛을 조리해 낸다. 
",주변에 지하철이 없습니다.,버스 정류장은 `본리네거리2` 정류장이 가장 가깝습니다.,달서구,"[35.8371226, 128.5389918]",35.8371226,128.5389918
161,234,대구광역시 달서구 두류동 1192-15,한식,김태근한방요리,053-653-5044,10:00 ~ 22:00,220석(룸5),22대(대형버스주차가능),www.hanbangyori.co.kr,기타 (이태리어),가능,불가능,불가능,가능,"한우갈비살(120g) 18,000원 
한우양념갈비(200g) 15,000원 
불고기(200g) 9,000원 
돼지갈비찜(200g) 9,000원 
돼지갈비(200g) 9,000원 
삼겹살(120g) 9,000원 
오리구이(750g) 30,000원 
오리훈제(650g) 35,000원
",대구 최초의 한방요리 전문 음식점인 이곳은 한약재료를 사용하여 한약재의 향기가 은은히 배어 있는 특별한 맛을 즐길수 있다.,지하철 2호선 반고개역 2번 출구 약 320m,버스 정류장은 `서대구시장건너` 정류장이 가장 가깝습니다.,달서구,"[35.8610025, 128.5741431]",35.8610025,128.5741431
162,24,대구광역시 달서구 호림동 12-6,한식,부산청국장해물뚝배기,053-583-1349,10:30  ~ 23:00,80석(룸3),100대,없음,기타 (이태리어),가능,불가능,불가능,가능,"해물뚝배기 11,000원 
해물청국장 13,000원 
해물찜 43,000원 ~ 53,000원 
아구찜 38,000원 ~ 48,000원","해물 맛이 우러나는 시원한 국물에 청국장 가루로 맛을 낸 청국장 해물뚝배기 대수롭지 않게 보이지만 감칠맛이 여간 아니다. 
쭉쭉 찢어내는 겉절이 스타일의 생내 풀풀 나는 배추김치의 강렬한 맛도 인상적인 집이다.",주변에 지하철이 없습니다.,버스 정류장은 `모다아울렛앞` 정류장이 가장 가깝습니다.,달서구,"[35.837629, 128.4901848]",35.837629,128.4901848
163,15,대구광역시 달서구 상인동 1527-2,특별한 술집,교노미야고,053-634-9111,18:00 ~ 03:00,40석,공용주차장 이용 (저녁8시이후 무료),없음,일본어 기타 (이태리어),가능,불가능,불가능,불가능,"오꼬노미야끼 16,000원 / 21,000원 / 26,000원 
스끼야끼나베 25,000원 / 33,000원 
오뎅탕 16,000원 / 21,000원 / 26,000원 
쇠고기다다끼 25,000원 
참치다다끼 23,000원 
술 사케 한잔 7,000원
","저녁부터 영업을 시작하니 식사 중심의 맛집이라기 보다는 일본식 선술집입니다. 
우리나라의 빈대떡과 비교할 수 있는 오꼬노미야끼전문점으로 히노끼 한잔과 함께 많이들 드시는 듯.",주변에 지하철이 없습니다.,버스 정류장은 `월배농협 대덕지점 건너` 정류장이 가장 가깝습니다.,달서구,"[35.813521, 128.546066]",35.813521,128.546066
164,10,대구광역시 달서구 대곡동 1031,한식,풍성손메밀묵집(대곡점),053-639-1375,10:00 ~ 22:00,57석,주변,없음,기타 (이태리어),가능,불가능,불가능,가능,"메밀묵채 7,000원 
메밀칼국수 7,000원 
메밀막국수 5,000원 
한방수육 20,000원

","풍성한 맛과 영양을 그대로 풍성 손 메밀묵 대곡점 입니다.
",주변에 지하철이 없습니다.,버스 정류장은 `삼성래미안2차앞` 정류장이 가장 가깝습니다.,달서구,"[35.8070818, 128.5244255]",35.8070818,128.5244255
165,9,대구광역시 달서구 송현동 1958-6,한식,앞산연가,053-654-2885,09:30 ~ 21:30,100,40대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"[채식메뉴 주문가능 - 돌솥밥, 곤드레돌솥밥, 더덕정식 등]

돌솥밥 7,500원 
곤드레돌솥밥 8,500원 
더덕정식 13,000원 
보쌈정식 13,000원 
불고기정식 13,500원 
연가집밥상 15,000원 / 연가잔치상 20,000원 / 연가수라상 25,000원 
고등어 4,000원 
촌두부 6,000원 
해물파전 8,000원
","앞산연가는 더덕, 곤드레 돌솥밥 전문점입니다.",지하철 1호선 월촌역 5번 출구 약 770m,버스 정류장은 `청소년수련원건너` 정류장이 가장 가깝습니다.,달서구,"[35.8215969, 128.5519812]",35.8215969,128.5519812
166,6,대구광역시 달서구 두류동 87-11,한식,들메꽃,053-652-5432,10:00   ~ 22:00,128석(룸12),40대,없음,영어 일본어 기타 (이태리어),예약가능합니다.,불가능,불가능,가능,"[채식메뉴 주문가능 - 자연밥상]

건강밥상(코스 Tea Set) 
들메자연식 20,000원 
들메건강식 25,000원 
들메행복식 30,000원 

우리밥상(Tea Set)
들메비빔 15,000원 
들메연밥 18,000원  

* 향기로운차 7,000원 
더덕우엉차 연차 들메차 설아차 국화차 등등
","퓨전 전통찻집 &amp; 한정식 전문점 들메꽃은 차와 다식을 함께 하는 건강밥상을 제공하는 곳입니다.
연밥을 드실 수 있습니다.",지하철 2호선 내당역 3번 출구 약 170m,버스 정류장은 `홈플러스내당점건너` 정류장이 가장 가깝습니다,달서구,"[35.8598151, 128.5656644]",35.8598151,128.5656644
167,5,대구광역시 달서구 성당동 118-1,한식,버들식당,053-656-1991,12:00 ~ 22:00,50석(룸5),15대,없음,영어 기타 (이태리어),예약불가,불가능,불가능,가능,"환상의맛전골(2인 이상) 13,000원 
불고기전골(2인 이상) 13,000원 
곱창전골(2인 이상) 15,000원 
대창양념구이(3인 이상) 15,000원 
대창전골(2인 이상) 15,000원 
곱창양념구이(3인 이상) 15,000원
","약 50년 전통을 이어온 곱창전골 전문점 입니다.
전국 100대 맛집으로 곱창전골의 원조 집입니다.",지하철 2호선 두류역 15번 출구 약 1.5km,버스 정류장은 `두류공원네거리1` 정류장이 가장 가깝습니다.,달서구,"[35.8479196, 128.5667976]",35.8479196,128.5667976
168,3,대구광역시 달서구 이곡동 428,한식,한옥집 대구달서점,053-581-2236,10:00 ~ 23:00,70석,15대,www.hanokjib.co.kr/,영어 기타 (이태리어),가능,불가능,불가능,가능,"김치찜 7,000원(공기밥 무한리필) 
김치찌개 7,000원
",김치가 낼수 있는 최고의 맛 입니다. 새콤하면서 입에서 살살 녹는 김치의 변신을 맛보러 오세요.,지하철 2호선 성서산업단지역 7번 출구 약 400m,버스 정류장은 `동서화성타운앞` 정류장이 가장 가깝습니다.,달서구,"[35.8559666, 128.5087785]",35.8559666,128.5087785
1,1701,대구광역시 달성군 다사읍 박곡리 76번지,한식,풍경,053-588-6754,11:30 ~ 21:00,100(룸4),50,없음,가능한 외국어가 없습니다.,,불가능,불가능,가능,"풍경한정식 35,000원 ~ 45,000원 
풍경밥상+주물럭+촌두부 25,000원
백숙/옻닭(예약) 90,000원 
한방수육(예약) 40,000원
닭찜 47,000원","`풍경` 은 조미료를 사용하지 않고, 1년 이상 숙성된 전통 된장, 간장으로 옛날 밥상의 맛을 느낄 수 있는 음식점입니다.",주변에 지하철이 없습니다.,버스 정류장은 `박곡리(시외방향)` 정류장이 가장 가깝습니다.,달성군,"[35.8899694, 128.4900376]",35.8899694,128.4900376
2,1700,대구광역시 달성군 가창면 냉천리 659,한식,냉천할매집식당,053-767-5341,06:00 ~ 21:00,150석(룸5),40,없음,영어 ,가능,불가능,불가능,가능,"보리밥 7,000원
추어탕 8,000원
양푼이비빔밥 7,000원
된장정식  7,000원

",`냉천할매집식당` 은 22년 전통의 보리밥 전문점으로 직접 지은 쌀과 야채로 직접 음식을 만들어 판매 하는 곳,주변에 지하철이 없습니다.,버스 정류장은 `대림생수앞` 정류장이 가장 가깝습니다.,달성군,"[35.77772100000001, 128.6445771]",35.77772100000001,128.6445771
3,1699,대구광역시 달성군 화원읍 천내리 235-1,한식,낙동생오리 화원점,053-639-5592,10:00 ~ 22:30,150석(룸3),40,www.nakdong52.co.kr/list8.htm,중국어 &lt;BR&gt;,,불가능,불가능,가능,"참숯불구이 한마리 35,000원
양념주물럭 한마리 37,000원
훈제 한마리 39,000원
","오리 숯불구이 명가 낙동생오리 화원점입니다.
다양한 룸이 갖춰져 있으며 주차장도 넓고 대규모 단체 예약도 가능한 곳입니다.",지하철 1호선 대곡역 1번 출구에서 도보로 약 3km 거리.,버스 정류장은 `화원농협주유소건너` 정류장이 가장 가깝습니다.,달성군,"[35.8051268, 128.4961757]",35.8051268,128.4961757
4,1581,"대구광역시 달성군 유가읍 봉리 619 1층 121, 122호",디저트/베이커리,카프리쵸샤,053-611-5003,09:00 ~ 22:00,없음,M스퀘어 상가 주차장,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"바질바게트 4,500원
바게트 샌드위치 6,000원
엘리게이트 4,200원
올리브 치아바타 샌드위치 5,500원","`카프리쵸사` 는 정해진 틀에 얽매이지 않고, 항상 다양한 시각으로 창의적인 빵을 만드는 베이커리입니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 `유가읍사무소건너` 정류장이 가장 가깝습니다.,달성군,"[35.6931234, 128.4660707]",35.6931234,128.4660707
5,1555,대구광역시 달성군 화원읍 명곡리 939-22,한식,오복순대,053-642-9288,10:30 ~ 21:30,60석(룸1),10대,없음,영어 ,가능,불가능,불가능,가능,"모듬순대 (소)14,000원/(대)22,000원
순대야채전골 (중)18,000원/(대)23,000원
순대국밥 7,000원
돼지국밥 7,000원
내장국밥 7,000원
콩나물복어해장국 7,000원
수제등심돈가스 7,000원
치즈돈가스 8,000원
직화곱창볶음 16,000원
직화막창볶음 18,000원 
",직접 순대를 만들고 육수를 끓여 가장 맛있고 깨끗한 순대를 제공하고자 노력하는 순대 전문점입니다.,지하철 설화명곡역 5번 출구 약 60m 이며 도보로 약 2분 거리.,버스 정류장은 `설화명곡역(4번출구)` 정류장이 가장가깝습니다.,달성군,"[35.798246, 128.4902581]",35.798246,128.4902581
6,1550,대구광역시 달성군 옥포읍 2904,세계요리,샤브향,053-716-0008,11:30 ~ 22:00,120석(룸7),30대,shabuhyang.co.kr,영어 ,가능,가능,불가능,가능,"월남쌈샤브(점심특선) 18,000원
기본 한우샤브 13,000원
기본 소고기샤브 24,000원
스페셜 한우샤브+해물 18,000원
스페셜 소고기샤브+해물 24,000원",[샤브향]은 독특하고 새로운 맛과 웰빙음식을 찾는 현대인들의 특성에따라 한국적인 맛을 가미한 대구 최초의 베트남식 음식점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `이진캐스빌건너` 정류장이 가장 가깝습니다.,달성군,"[35.7896321, 128.463792]",35.7896321,128.463792
7,1519,대구광역시 달성군 논공읍 삼리리 531-1,한식,연화정삼계탕,053-611-9989,10:00 ~ 21:30,224석(룸4),60대,없음,영어 ,가능,불가능,불가능,가능,"산전탕 20,000원
상황버섯 전복 삼계탕 20,000원
전복삼계탕 17,000원
산삼배양근 삼계탕 16,000원
상황버섯 삼계탕 15,000원
연화정 삼계탕 12,000원
닭똥집 7,000원
굴국밥(계절음식-겨울) 7,000원",30년 전통의 연화정삼계탕 직영점. 매일 아침 신선한 닭을 손질하여 그날 그날 사용합니다.,주변에 지하철이 없습니다.,버스 정류장은 `삼리리1(논공)` 정류장이 가장 가깝습니다.,달성군,"[35.7646545, 128.4038114]",35.7646545,128.4038114
8,1518,대구광역시 달성군 현풍읍 원교리 120-3,한식,주왕산삼계탕-현풍점,053-614-2236,10:00 ~ 22:00,200석(룸5),30대,juwangsankor.co.kr,가능한 외국어가 없습니다.,,불가능,불가능,가능,"주왕산삼계탕 13,000원
가시오가피삼계탕 15,000원
능이버섯삼계탕 17,000원
송이버섯 삼계탕 18,000원
옻삼계탕 17,000원
녹용한방 삼계탕 17,000원
홍삼 삼계탕 17,000원
전복 삼계탕 17,000원
전복한방 삼계탕 20,000원
전복옻 삼계탕 20,000원
산양산삼 삼계탕 25,000원
고디탕 8,000원
전복고디탕 12,000원","위장에 좋다고 소문난 100% 주왕산 약수로 빚은 삼계탕전문점 입니다.
50명이 이용 가능한 단체실이 별도로 마련되어 있습니다.",주변에 지하철이 없습니다.,버스 정류장은 `현풍할매곰탕건너` 정류장이 가장 가깝습니다.,달성군,"[35.6914221, 128.4451948]",35.6914221,128.4451948
9,1504,대구광역시 달성군 논공읍 삼리리 522-1,한식,낙동가마솥추어탕,053-615-4900,11:00 ~ 20:00,40석(룸1),6대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"추어탕 8,000원",가마솥으로 추어탕을 끓이는 옛날 경상도식 추어탕의 진수를 맛볼 수 있는 추어탕 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 `삼리리2(논공)` 정류장이 가장 가깝습니다.,달성군,"[35.7640895, 128.405119]",35.7640895,128.405119
10,1493,대구광역시 달성군 화원읍 명곡리 320,한식,봉창이해물칼국수 화원점,053-639-2112,10:00 ~ 22:00,100석(룸1),8대,없음,영어 ,가능,불가능,불가능,가능,"바지락칼국수 5,500원
얼큰칼국수 6,500원
쇠고기샤브칼국수(2인이상) 9,000원
상추쌈샤브칼국수(2인이상) 10,000원 
모듬샤브칼국수(2인이상) 11,000원 
만두전골(2인이상) 8,000원
낙지돌판(2인이상) 8,000원
낙지철판 35,000원 ~ 43,000원

[겨울별미]
들깨칼국수(2인이상) 6,500원

[여름특미]
메밀-물막국수/비빔막국수 5,500원 ~ 6,000원 
콩국수 메밀콩국수 6,000원 ~ 6,500원",봉창이해물칼국수는 다양한 종류의 칼국수와 샤브샤브를 퓨전으로 맛볼 수 있는 칼국수 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `명곡미래빌5단지건너 ` 정류장이 가장 가깝습니다.,달성군,"[35.7989202, 128.4931156]",35.7989202,128.4931156
